bet_id,bet_date,pitcher,strike,side,result,production_pnl,production_size,feasibility,trust_level,decision,judge_reason,edge,kelly_eff,oracle_size,oracle_pnl
8502,2026-04-27,Max Fried,6,YES,loss,-9.12,52.00,viable,high,fire,fire,0.1423,0.2617,200.00,-35.08
8503,2026-04-27,Max Fried,6,YES,loss,-29.07,51.00,viable,high,fire,fire,0.1423,0.2617,200.00,-114.00
8504,2026-04-27,Matthew Boyd,5,YES,loss,-29.64,52.00,strong,high,fire,fire,0.1246,0.2434,200.00,-114.00
8507,2026-04-27,Randy Vásquez,5,YES,loss,-29.40,70.00,dead,low,skip,feasibility_dead,0.1412,0.0000,0.00,0.00
8511,2026-04-27,Matthew Boyd,6,YES,loss,-26.91,69.00,viable,medium,fire,fire,0.1598,0.1766,176.63,-68.89
8512,2026-04-27,Chris Paddack,3,YES,loss,-26.18,32.00,strong,high,fire,fire,0.1688,0.5519,200.00,-163.63
8516,2026-04-27,Chris Paddack,4,YES,loss,-19.84,32.00,strong,high,fire,fire,0.1928,0.4203,200.00,-124.00
8518,2026-04-27,Chris Paddack,5,YES,loss,-18.00,45.00,viable,medium,fire,fire,0.2717,0.3028,200.00,-80.00
8519,2026-04-27,Chris Paddack,6,YES,loss,-14.00,56.00,dead,low,skip,feasibility_dead,0.2616,0.0000,0.00,0.00
8520,2026-04-27,Randy Vásquez,5,YES,loss,-29.40,70.00,dead,low,skip,feasibility_dead,0.1412,0.0000,0.00,0.00
8523,2026-04-27,Matthew Boyd,5,YES,loss,-29.07,51.00,strong,high,fire,fire,0.1246,0.2434,200.00,-114.00
8527,2026-04-27,Matthew Boyd,6,YES,loss,-26.91,69.00,viable,medium,fire,fire,0.1598,0.1766,176.63,-68.89
8528,2026-04-27,Chris Paddack,3,YES,loss,-26.18,22.00,strong,high,fire,fire,0.1688,0.5519,200.00,-238.00
8532,2026-04-27,Chris Paddack,4,YES,loss,-19.84,32.00,strong,high,fire,fire,0.1928,0.4203,200.00,-124.00
8534,2026-04-27,Chris Paddack,5,YES,loss,-18.00,45.00,viable,medium,fire,fire,0.2717,0.3028,200.00,-80.00
8535,2026-04-27,Chris Paddack,6,YES,void,0.00,56.00,dead,low,skip,feasibility_dead,0.2616,0.0000,0.00,0.00
8536,2026-04-27,Dylan Cease,8,YES,loss,-25.85,55.00,strong,high,fire,fire,0.3407,0.6369,200.00,-94.00
8537,2026-04-27,Dylan Cease,9,YES,loss,-25.84,68.00,fragile,medium,size_down,fragile_size_down,0.3459,0.1107,110.68,-42.06
8538,2026-04-27,Dylan Cease,10,YES,loss,-24.25,97.00,dead,low,skip,feasibility_dead,0.3814,0.0000,0.00,0.00
8539,2026-04-27,Dylan Cease,9,YES,loss,-17.10,45.00,fragile,medium,size_down,fragile_size_down,0.3459,0.1107,110.68,-42.06
8540,2026-04-27,Dylan Cease,8,YES,loss,-16.92,36.00,strong,high,fire,fire,0.3407,0.6369,200.00,-94.00
8541,2026-04-27,Dylan Cease,10,YES,loss,-16.00,64.00,dead,low,skip,feasibility_dead,0.3814,0.0000,0.00,0.00
8874,2026-04-28,Nick Martinez,5,YES,loss,-0.62,117.00,dead,low,skip,feasibility_dead,0.1923,0.0000,0.00,0.00
8875,2026-04-28,Nick Martinez,5,YES,loss,-14.88,77.00,dead,low,skip,feasibility_dead,0.1923,0.0000,0.00,0.00
8876,2026-04-28,Payton Tolle,6,YES,loss,-37.31,91.00,viable,low,size_down,low_trust_size_down,0.2834,0.0794,79.36,-32.54
8877,2026-04-28,Payton Tolle,7,YES,loss,-35.19,153.00,viable,low,size_down,low_trust_size_down,0.3534,0.0742,74.21,-17.07
8878,2026-04-28,Casey Mize,6,YES,loss,-49.28,154.00,viable,high,fire,fire,0.2249,0.2552,200.00,-64.00
8879,2026-04-28,Casey Mize,6,YES,void,0.00,108.00,viable,high,fire,fire,0.2249,0.2552,200.00,0.00
8880,2026-04-28,Kai-Wei Teng,4,YES,loss,-35.20,88.00,viable,low,size_down,low_trust_size_down,0.4793,0.1331,133.10,-53.24
8881,2026-04-28,Kai-Wei Teng,6,YES,loss,-29.70,198.00,viable,low,size_down,low_trust_size_down,0.5312,0.0992,99.15,-14.87
8882,2026-04-28,Kai-Wei Teng,4,YES,loss,-25.60,64.00,viable,low,size_down,low_trust_size_down,0.4793,0.1331,133.10,-53.24
8883,2026-04-28,Kai-Wei Teng,6,YES,loss,-21.75,145.00,viable,low,size_down,low_trust_size_down,0.5312,0.0992,99.15,-14.87
8884,2026-04-28,Chad Patrick,5,YES,win,9.23,85.00,dead,low,skip,feasibility_dead,0.1382,0.0000,0.00,0.00
8885,2026-04-28,Chad Patrick,5,YES,void,0.00,62.00,dead,low,skip,feasibility_dead,0.1382,0.0000,0.00,0.00
8886,2026-04-28,José Soriano,7,YES,loss,-54.00,135.00,viable,high,fire,fire,0.2198,0.2906,200.00,-80.00
8887,2026-04-28,José Soriano,7,YES,loss,-39.60,99.00,viable,high,fire,fire,0.2198,0.2906,200.00,-80.00
8888,2026-04-28,Cam Schlittler,7,YES,win,68.08,122.00,viable,high,fire,fire,0.2113,0.2794,200.00,111.61
8889,2026-04-28,Cam Schlittler,7,YES,win,50.22,90.00,viable,high,fire,fire,0.2113,0.2794,200.00,111.60
8890,2026-04-28,Merrill Kelly,6,YES,loss,-29.58,88.00,viable,medium,fire,fire,0.2067,0.1457,145.74,-48.99
8891,2026-04-28,Merrill Kelly,6,YES,loss,0.00,120.00,viable,medium,fire,fire,0.2067,0.1457,145.74,0.00
8892,2026-04-28,Kris Bubic,7,YES,loss,-28.22,83.00,viable,high,fire,fire,0.3428,0.4004,200.00,-68.00
8893,2026-04-28,Kris Bubic,7,YES,loss,-11.90,64.00,viable,high,fire,fire,0.3428,0.4004,200.00,-37.19
8894,2026-04-28,Kris Bubic,8,YES,loss,0.00,107.00,dead,low,skip,feasibility_dead,0.3255,0.0000,0.00,0.00
8895,2026-04-28,Kris Bubic,8,YES,loss,0.00,82.00,dead,low,skip,feasibility_dead,0.3255,0.0000,0.00,0.00
8900,2026-04-28,Walker Buehler,5,YES,loss,-9.92,102.00,dead,low,skip,feasibility_dead,0.1973,0.0000,0.00,0.00
8901,2026-04-28,Walker Buehler,5,YES,loss,0.00,72.00,dead,low,skip,feasibility_dead,0.1973,0.0000,0.00,0.00
9110,2026-04-29,Gavin Williams,7,YES,win,38.35,59.00,strong,high,fire,fire,0.2383,0.3584,200.00,130.00
9111,2026-04-29,Gavin Williams,7,YES,win,57.20,88.00,strong,high,fire,fire,0.2383,0.3584,200.00,130.00
9112,2026-04-29,Drew Rasmussen,5,YES,win,14.56,28.00,strong,high,fire,fire,0.1743,0.3320,200.00,104.00
9113,2026-04-29,Drew Rasmussen,5,YES,win,9.88,19.00,strong,high,fire,fire,0.1743,0.3320,200.00,104.00
9114,2026-04-29,Drew Rasmussen,6,YES,win,30.53,43.00,viable,high,fire,fire,0.2178,0.2403,200.00,142.00
9115,2026-04-29,Drew Rasmussen,6,YES,win,20.59,29.00,viable,high,fire,fire,0.2178,0.2403,200.00,142.00
9116,2026-04-29,Taj Bradley,7,YES,win,14.30,51.00,dead,low,skip,feasibility_dead,0.1419,0.0000,0.00,0.00
9118,2026-04-29,Taj Bradley,7,NO,loss,-7.26,1.00,viable,high,fire,fire,0.1681,0.2053,200.00,-1452.00
9119,2026-04-29,George Kirby,6,YES,loss,-12.71,32.00,dead,low,skip,feasibility_dead,0.1634,0.0000,0.00,0.00
9120,2026-04-29,George Kirby,6,YES,loss,-8.61,21.00,dead,low,skip,feasibility_dead,0.1634,0.0000,0.00,0.00
9121,2026-04-29,George Kirby,6,NO,win,-12.09,1.00,viable,high,skip,insufficient_edge,0.0366,0.0488,0.00,0.00
9122,2026-04-29,George Kirby,7,YES,loss,-10.40,40.00,dead,low,skip,feasibility_dead,0.1671,0.0000,0.00,0.00
9123,2026-04-29,Erick Fedde,5,YES,win,26.95,46.00,fragile,low,size_down,fragile_size_down,0.2212,0.0488,48.79,28.58
9124,2026-04-29,Erick Fedde,5,YES,win,39.26,67.00,fragile,low,size_down,fragile_size_down,0.2212,0.0488,48.79,28.59
9125,2026-04-29,Yusei Kikuchi,7,YES,loss,-19.84,64.00,viable,high,fire,fire,0.2811,0.3235,200.00,-62.00
9126,2026-04-29,Yusei Kikuchi,7,YES,loss,-1.86,93.00,viable,high,fire,fire,0.2811,0.3235,200.00,-4.00
9127,2026-04-29,Nathan Eovaldi,7,YES,win,10.20,45.00,dead,low,skip,feasibility_dead,0.1389,0.0000,0.00,0.00
9128,2026-04-29,Nathan Eovaldi,7,YES,win,0.00,31.00,dead,low,skip,feasibility_dead,0.1389,0.0000,0.00,0.00
9129,2026-04-29,Tyler Glasnow,8,YES,win,38.35,66.00,viable,high,fire,fire,0.2286,0.3048,200.00,116.21
9130,2026-04-29,Tyler Glasnow,8,YES,win,27.14,46.00,viable,high,fire,fire,0.2286,0.3048,200.00,118.00
9131,2026-04-29,Tyler Glasnow,8,NO,loss,-25.35,1.00,dead,low,skip,feasibility_dead,-0.0286,0.0000,0.00,0.00
9132,2026-04-29,Matt Waldron,4,YES,loss,-10.92,21.00,strong,medium,fire,fire,0.2783,0.3312,200.00,-104.00
9133,2026-04-29,Matt Waldron,5,YES,loss,-9.30,31.00,viable,medium,fire,fire,0.3286,0.2219,200.00,-60.00
9134,2026-04-29,Jameson Taillon,5,YES,win,22.23,39.00,strong,high,fire,fire,0.2081,0.3619,200.00,114.00
9135,2026-04-29,Jameson Taillon,5,YES,win,-23.22,54.00,strong,high,fire,fire,0.2081,0.3619,200.00,-86.00
9139,2026-04-29,Tomoyuki Sugano,5,YES,loss,-8.16,24.00,dead,low,skip,feasibility_dead,0.1362,0.0000,0.00,0.00
9140,2026-04-29,Tomoyuki Sugano,5,YES,loss,-10.54,31.00,dead,low,skip,feasibility_dead,0.1362,0.0000,0.00,0.00
9173,2026-04-29,David Peterson,7,YES,loss,-28.50,114.00,fragile,low,size_down,fragile_size_down,0.2710,0.0515,51.53,-12.88
9174,2026-04-29,David Peterson,7,YES,loss,-19.75,79.00,fragile,low,size_down,fragile_size_down,0.2710,0.0515,51.53,-12.88
9177,2026-04-29,Andre Pallante,6,YES,win,54.41,75.00,dead,low,skip,feasibility_dead,0.2709,0.0000,0.00,0.00
9178,2026-04-29,Andre Pallante,6,YES,win,80.52,111.00,dead,low,skip,feasibility_dead,0.2709,0.0000,0.00,0.00
9207,2026-04-29,Brandon Sproat,5,YES,win,31.55,53.00,viable,medium,fire,fire,0.1583,0.1656,165.58,98.57
9208,2026-04-29,Brandon Sproat,5,YES,win,20.83,35.00,viable,medium,fire,fire,0.1583,0.1656,165.58,98.54
9295,2026-04-29,Luis Severino,6,YES,win,31.62,50.00,viable,high,fire,fire,0.3025,0.3457,200.00,126.48
9296,2026-04-29,Luis Severino,6,YES,win,17.07,27.00,viable,high,fire,fire,0.3025,0.3457,200.00,126.44
9297,2026-04-29,Luis Severino,7,YES,win,54.14,71.00,dead,low,skip,feasibility_dead,0.2878,0.0000,0.00,0.00
9299,2026-04-29,Michael Wacha,6,YES,loss,-17.94,103.00,viable,high,fire,fire,0.3255,0.3382,200.00,-34.83
9300,2026-04-29,Michael Wacha,6,YES,loss,-15.08,58.00,viable,high,fire,fire,0.3255,0.3382,200.00,-52.00
9341,2026-04-29,Michael Wacha,7,NO,win,1.42,100.00,strong,high,skip,insufficient_edge,-0.3791,0.0000,0.00,0.00
9342,2026-04-29,Michael Wacha,8,NO,win,0.42,100.00,strong,high,skip,insufficient_edge,-0.2717,0.0000,0.00,0.00
9362,2026-04-30,Bryce Elder,6,YES,loss,-40.25,115.00,dead,low,skip,feasibility_dead,0.2513,0.0000,0.00,0.00
9363,2026-04-30,Bryce Elder,6,YES,loss,-22.05,63.00,dead,low,skip,feasibility_dead,0.2513,0.0000,0.00,0.00
9388,2026-04-30,Chris Bassitt,5,NO,loss,-30.96,72.00,strong,high,fire,fire,0.4600,0.8141,200.00,-86.00
9389,2026-04-30,Chris Bassitt,5,NO,loss,-16.77,39.00,strong,high,fire,fire,0.4600,0.8141,200.00,-86.00
9390,2026-04-30,Lance McCullers Jr.,6,YES,loss,44.88,66.00,viable,high,fire,fire,0.3719,0.4190,200.00,136.00
9391,2026-04-30,Lance McCullers Jr.,6,YES,loss,81.60,120.00,viable,high,fire,fire,0.3719,0.4190,200.00,136.00
9392,2026-04-30,Peter Lambert,6,YES,loss,-39.00,56.00,viable,medium,fire,fire,0.3697,0.2607,200.00,-139.29
9393,2026-04-30,Peter Lambert,6,YES,loss,-21.45,30.00,viable,medium,fire,fire,0.3697,0.2607,200.00,-143.00
9394,2026-04-30,Peter Lambert,7,YES,loss,-16.72,76.00,fragile,low,size_down,fragile_size_down,0.3714,0.0549,54.91,-12.08
9395,2026-04-30,Peter Lambert,7,YES,loss,-9.02,41.00,fragile,low,size_down,fragile_size_down,0.3714,0.0549,54.91,-12.08
9396,2026-04-30,Jeffrey Springs,6,YES,loss,-9.90,33.00,strong,high,fire,fire,0.3181,0.4511,200.00,-60.00
9397,2026-04-30,Jeffrey Springs,6,YES,loss,-18.30,61.00,strong,high,fire,fire,0.3181,0.4511,200.00,-60.00
9398,2026-04-30,Jeffrey Springs,7,YES,loss,-8.55,57.00,dead,low,skip,feasibility_dead,0.3241,0.0000,0.00,0.00
9399,2026-04-30,Jeffrey Springs,7,YES,loss,-15.45,103.00,dead,low,skip,feasibility_dead,0.3241,0.0000,0.00,0.00
9424,2026-04-30,Bailey Ober,6,YES,loss,-13.02,157.00,viable,high,fire,fire,0.3191,0.3211,200.00,-16.59
9425,2026-04-30,Bailey Ober,6,YES,loss,0.00,85.00,viable,high,fire,fire,0.3191,0.3211,200.00,0.00
9426,2026-04-30,Kevin Gausman,7,YES,loss,-21.12,66.00,dead,low,skip,feasibility_dead,0.1815,0.0000,0.00,0.00
9427,2026-04-30,Kevin Gausman,7,YES,loss,-11.52,36.00,dead,low,skip,feasibility_dead,0.1815,0.0000,0.00,0.00
