bet_id,bet_date,pitcher,strike,side,result,production_pnl,production_size,feasibility,trust_level,decision_off,decision_full,critic_verdict,critic_status,critic_concerns
8895,2026-04-28,Kris Bubic,8,YES,loss,0.00,82.00,dead,low,skip,skip,proceed,ok,
8900,2026-04-28,Walker Buehler,5,YES,loss,-9.92,102.00,dead,low,skip,skip,skip,ok,generic_concern
8901,2026-04-28,Walker Buehler,5,YES,loss,0.00,72.00,dead,low,skip,skip,skip,ok,generic_concern
9110,2026-04-29,Gavin Williams,7,YES,win,38.35,59.00,strong,high,fire,fire,proceed,ok,
9111,2026-04-29,Gavin Williams,7,YES,win,57.20,88.00,strong,high,fire,fire,proceed,ok,
9112,2026-04-29,Drew Rasmussen,5,YES,win,14.56,28.00,strong,high,fire,fire,proceed,ok,
9113,2026-04-29,Drew Rasmussen,5,YES,win,9.88,19.00,strong,high,fire,fire,proceed,ok,
9114,2026-04-29,Drew Rasmussen,6,YES,win,30.53,43.00,viable,high,fire,fire,proceed,ok,
9115,2026-04-29,Drew Rasmussen,6,YES,win,20.59,29.00,viable,high,fire,fire,proceed,ok,
9116,2026-04-29,Taj Bradley,7,YES,win,14.30,51.00,dead,low,skip,skip,skip,ok,generic_concern
9118,2026-04-29,Taj Bradley,7,NO,loss,-7.26,1.00,viable,high,fire,skip,skip,ok,generic_concern
9119,2026-04-29,George Kirby,6,YES,loss,-12.71,32.00,dead,low,skip,skip,skip,ok,news_pitcher_injury
9120,2026-04-29,George Kirby,6,YES,loss,-8.61,21.00,dead,low,skip,skip,skip,ok,news_pitcher_injury
9121,2026-04-29,George Kirby,6,NO,win,-12.09,1.00,viable,high,skip,skip,skip,ok,news_pitcher_injury
9122,2026-04-29,George Kirby,7,YES,loss,-10.40,40.00,dead,low,skip,skip,skip,ok,news_pitcher_injury
9123,2026-04-29,Erick Fedde,5,YES,win,26.95,46.00,fragile,low,size_down,size_down,proceed,ok,generic_concern
9124,2026-04-29,Erick Fedde,5,YES,win,39.26,67.00,fragile,low,size_down,size_down,proceed,ok,generic_concern
9125,2026-04-29,Yusei Kikuchi,7,YES,loss,-19.84,64.00,viable,high,fire,fire,proceed,ok,
9126,2026-04-29,Yusei Kikuchi,7,YES,loss,-1.86,93.00,viable,high,fire,fire,proceed,ok,
9127,2026-04-29,Nathan Eovaldi,7,YES,win,10.20,45.00,dead,low,skip,skip,skip,ok,generic_concern
9128,2026-04-29,Nathan Eovaldi,7,YES,win,0.00,31.00,dead,low,skip,skip,skip,ok,generic_concern
9129,2026-04-29,Tyler Glasnow,8,YES,win,38.35,66.00,viable,high,fire,fire,proceed,ok,
9130,2026-04-29,Tyler Glasnow,8,YES,win,27.14,46.00,viable,high,fire,fire,proceed,ok,
9131,2026-04-29,Tyler Glasnow,8,NO,loss,-25.35,1.00,dead,low,skip,skip,proceed,ok,
9132,2026-04-29,Matt Waldron,4,YES,loss,-10.92,21.00,strong,medium,fire,size_down,concern,ok,news_opponent_lineup_strong|news_pitcher_recent_struggle
9133,2026-04-29,Matt Waldron,5,YES,loss,-9.30,31.00,viable,medium,fire,size_down,concern,ok,news_opponent_lineup_strong|news_pitcher_recent_struggle
9134,2026-04-29,Jameson Taillon,5,YES,win,22.23,39.00,strong,high,fire,fire,proceed,ok,
9135,2026-04-29,Jameson Taillon,5,YES,win,-23.22,54.00,strong,high,fire,fire,proceed,ok,
9139,2026-04-29,Tomoyuki Sugano,5,YES,loss,-8.16,24.00,dead,low,skip,skip,skip,ok,generic_concern
9140,2026-04-29,Tomoyuki Sugano,5,YES,loss,-10.54,31.00,dead,low,skip,skip,skip,ok,generic_concern
9173,2026-04-29,David Peterson,7,YES,loss,-28.50,114.00,fragile,low,size_down,size_down,proceed,ok,generic_concern
9174,2026-04-29,David Peterson,7,YES,loss,-19.75,79.00,fragile,low,size_down,size_down,proceed,ok,generic_concern
9177,2026-04-29,Andre Pallante,6,YES,win,54.41,75.00,dead,low,skip,skip,skip,ok,generic_concern
9178,2026-04-29,Andre Pallante,6,YES,win,80.52,111.00,dead,low,skip,skip,skip,ok,generic_concern
9207,2026-04-29,Brandon Sproat,5,YES,win,31.55,53.00,viable,medium,fire,fire,proceed,ok,
9208,2026-04-29,Brandon Sproat,5,YES,win,20.83,35.00,viable,medium,fire,fire,proceed,ok,
9295,2026-04-29,Luis Severino,6,YES,win,31.62,50.00,viable,high,fire,fire,proceed,ok,
9296,2026-04-29,Luis Severino,6,YES,win,17.07,27.00,viable,high,fire,fire,proceed,ok,
9297,2026-04-29,Luis Severino,7,YES,win,54.14,71.00,dead,low,skip,skip,proceed,ok,
9299,2026-04-29,Michael Wacha,6,YES,loss,-17.94,103.00,viable,high,fire,fire,proceed,ok,
9300,2026-04-29,Michael Wacha,6,YES,loss,-15.08,58.00,viable,high,fire,fire,proceed,ok,
9341,2026-04-29,Michael Wacha,7,NO,win,1.42,100.00,strong,high,skip,skip,proceed,ok,
9342,2026-04-29,Michael Wacha,8,NO,win,0.42,100.00,strong,high,skip,skip,proceed,ok,
9362,2026-04-30,Bryce Elder,6,YES,loss,-40.25,115.00,dead,low,skip,skip,skip,ok,generic_concern
9363,2026-04-30,Bryce Elder,6,YES,loss,-22.05,63.00,dead,low,skip,skip,skip,ok,generic_concern
9388,2026-04-30,Chris Bassitt,5,NO,loss,-30.96,72.00,strong,high,fire,fire,proceed,ok,
9389,2026-04-30,Chris Bassitt,5,NO,loss,-16.77,39.00,strong,high,fire,fire,proceed,ok,
9390,2026-04-30,Lance McCullers Jr.,6,YES,loss,44.88,66.00,viable,high,fire,fire,proceed,ok,
9391,2026-04-30,Lance McCullers Jr.,6,YES,loss,81.60,120.00,viable,high,fire,fire,proceed,ok,
9392,2026-04-30,Peter Lambert,6,YES,loss,-39.00,56.00,viable,medium,fire,fire,proceed,ok,
9393,2026-04-30,Peter Lambert,6,YES,loss,-21.45,30.00,viable,medium,fire,fire,proceed,ok,
9394,2026-04-30,Peter Lambert,7,YES,loss,-16.72,76.00,fragile,low,size_down,size_down,proceed,ok,
9395,2026-04-30,Peter Lambert,7,YES,loss,-9.02,41.00,fragile,low,size_down,size_down,proceed,ok,
9396,2026-04-30,Jeffrey Springs,6,YES,loss,-9.90,33.00,strong,high,fire,fire,proceed,ok,
9397,2026-04-30,Jeffrey Springs,6,YES,loss,-18.30,61.00,strong,high,fire,fire,proceed,ok,
9398,2026-04-30,Jeffrey Springs,7,YES,loss,-8.55,57.00,dead,low,skip,skip,proceed,ok,
9399,2026-04-30,Jeffrey Springs,7,YES,loss,-15.45,103.00,dead,low,skip,skip,proceed,ok,
9424,2026-04-30,Bailey Ober,6,YES,loss,-13.02,157.00,viable,high,fire,fire,proceed,ok,
9425,2026-04-30,Bailey Ober,6,YES,loss,0.00,85.00,viable,high,fire,fire,proceed,ok,
9426,2026-04-30,Kevin Gausman,7,YES,loss,-21.12,66.00,dead,low,skip,skip,skip,ok,generic_concern
9427,2026-04-30,Kevin Gausman,7,YES,loss,-11.52,36.00,dead,low,skip,skip,skip,ok,generic_concern
